Código_individuo;Latitud_Grados_decimales;Longitud_Grados_decimales;Especie;Sexo;Sitio;Sustrato;Posición_arte;AÑO;Fecha_del_lance;Profundidad_max_(m);LT_(cm);LD_(cm);AD_(rayas)_/_Lprecaudal__o_LS_(tiburones)_cm;Long_Int_clasper_(cm);Calcif._Clasper_(NC-PC-CA);Semen_(Si-No);Peso_total_(g);Phig_(g);Pgon_(g);Pev_(g);Estadío
241015Mmun13;24.39626;-110.34457;Mobula munkiana;Indeterminado;Las Navajas;Arena;Fondo;2015;23-oct-15;18;;45.2;68.2;;;;4500;;;;Juvenil
241015Mmun14;24.39626;-110.34457;Mobula munkiana;Hembra;Las Navajas;Arena;Fondo;2015;23-oct-15;18;;44.5;66.6;;;;3720;152;;3530;Juvenil
241015Mmun15;24.39626;-110.34457;Mobula munkiana;Hembra;Las Navajas;Arena;Fondo;2015;23-oct-15;18;76;41;61;;;;1820;;;;Juvenil
241015Mmun16;24.39626;-110.34457;Mobula munkiana;Macho;Las Navajas;Arena;Fondo;2015;23-oct-15;18;;47;70.5;4;NC;No;3690;;;;Juvenil
241015Uhall02;24.39626;-110.34457;Urobatis halleri;Hembra;Las Navajas;Arena;Fondo;2015;23-oct-15;18;43;23.5;23.7;;;;870;;;;No definido
241115Ddip01;24.41777;-110.35666;Dasyatis dipterura;Hembra;Higuerilla;Arena;Fondo;2015;23-nov-15;30;95.3;44.2;49;;;;4800;288;47;4270;Juvenil
241115Nent01;24.41777;-110.35666;Narcine entemedor;Hembra;Higuerilla;Arena;Fondo;2015;23-nov-15;30;58.8;28;29;;;;1880;64;16;1570;Juvenil
241115Ddip02;24.41777;-110.35666;Dasyatis dipterura;Macho;Higuerilla;Arena;Fondo;2015;23-nov-15;30;82.1;39.4;41.7;8.2;;;3170;236;38;2780;Juvenil
241115Mcal01;24.41777;-110.35666;Myliobatis californica;Hembra;Higuerilla;Arena;Fondo;2015;23-nov-15;30;61.5;22.9;39.2;;;;760;33;6;690;Juvenil
241115Ddip03;24.41777;-110.35666;Dasyatis dipterura;Hembra;Higuerilla;Arena;Fondo;2015;23-nov-15;30;97.2;45;51.6;;;;6300;403;50;5420;Juvenil
241115Nent02;24.41777;-110.35666;Narcine entemedor;Macho;Higuerilla;Arena;Fondo;2015;23-nov-15;30;56.1;24.3;25;11;Pc;No;1360;31;16;1150;Juvenil
241115Ddip04;24.41777;-110.35666;Dasyatis dipterura;Macho;Higuerilla;Arena;Fondo;2015;23-nov-15;30;89;44.5;48.1;13.1;CA;Si;5090;323;57;4420;Adulto
241115Nent03;24.41777;-110.35666;Narcine entemedor;Macho;Higuerilla;Arena;Fondo;2015;23-nov-15;30;53.7;23.5;25.4;10.2;Pc;No;1600;50;12;1330;Juvenil
241115Ddip05;24.41777;-110.35666;Dasyatis dipterura;Macho;Higuerilla;Arena;Fondo;2015;23-nov-15;30;102;45.5;48.6;13.2;CA;si;5530;409;57;;Adulto
241115Ddip06;24.41777;-110.35666;Dasyatis dipterura;Macho;Higuerilla;Arena;Fondo;2015;23-nov-15;30;79;42;45;12;;;4130;329;47;3480;Adulto
241115Dlon01;24.42497;-110.35408;Dasyatis longa;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;110.5;49;58.5;;;;5270;234;59;4700;Juvenil
241115Ddip07;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;99.1;47.5;52.8;;;;6280;337;66;5430;Juvenil
241115Ddip08;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;75;42.5;47;;;;4730;271;42;4320;Juvenil
241115Ddip09;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;45.8;46.6;9.5;CA;No;3910;209;41;3480;Adulto
241115Ddip10;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;65.6;34.2;39.5;;;;2460;144;20;2220;Juvenil
241115Ddip11;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;42.2;44.5;13;NC;NO;4270;207;52;3740;Juvenil
241115Rste01;24.42497;-110.35408;Rhinoptera stendachneri;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;74.8;37.5;63.6;6;NC;NO;3400;222;;3070;Juvenil
241115Ddip12;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;68.5;72;;;;17700;1200;254;15200;Adulto
241115Ddip13;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;56.2;60;;;;10300;768;104;8720;Juvenil
241115Ddip14;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;117.5;57;62.8;;;;10740;731;85;9520;Juvenil
241115Ddip15;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;128;66.5;70.5;;;;16840;1450;234;14110;Adulto
241115Ddip16;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;99;46;48.5;;;;5320;337;47;4600;Juvenil
241115Gmar01;24.42497;-110.35408;Gymnura marmorata;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;33.5;60.5;;;;2150;83;27;2000;Adulto
241115Ddip17;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;85.5;42;46.5;14;CA;si;4600;334;54;4200;Adulto
241115Ddip18;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;45;46;13.5;CA;si;4400;274;41;3700;Adulto
241115Ddip19;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;82.5;40.4;42;13;PC;No;3410;166;42;3130;Juvenil
241115Ddip20;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;82.4;42;44;12.5;CA;Si;3650;227;42;3220;Adulto
241115Ddip21;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;96.7;46.5;52;;;;5900;251;60;5160;Juvenil
241115Ddip22;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;82.1;39.9;44;11.6;CA;Si;3490;169;39;2980;Adulto
241115Ddip23;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;71.5;33.5;38.1;5;Nc;No;2160;150;27;1870;Juvenil
241115Ddip24;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;117.6;58.3;60.6;;;;11100;755;144;9950;Juvenil
241115Ddip25;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;66.5;31;35;;;;1790;109;19;1540;Juvenil
241115Ddip26;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;57;27;30.5;;;;1200;79;12;1070;Juvenil
241115Ddip27;24.42497;-110.35408;Dasyatis dipterura;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;90.6;41.2;44.6;;;;4700;221;40;3520;Juvenil
241115Ddip28;24.42497;-110.35408;Dasyatis dipterura;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;46.5;48.5;15;CA;Si;5500;343;62;4420;Adulto
241115Mmun01;24.42497;-110.35408;Mobula munkiana;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;75.8;45;68.6;;;;3490;84;50;2590;Juvenil
241115Mmun02;24.42497;-110.35408;Mobula munkiana;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;41.5;65.5;;;;3040;111;31;2560;Juvenil
241115Mmun03;24.42497;-110.35408;Mobula munkiana;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;44.6;68;;;;3550;111;;2580;Juvenil
241115Mmun04;24.42497;-110.35408;Mobula munkiana;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;55.9;36;55;4;Nc;No;1580;54;24;1460;Juvenil
241115Mmun05;24.42497;-110.35408;Mobula munkiana;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;43.1;67.6;4.1;NC;No;3450;121;37;3050;Juvenil
241115Mmun06;24.42497;-110.35408;Mobula munkiana;Macho;San Gabriel;Arena;Fondo;2015;23-nov-15;10;;47;71;5;NC;No;3450;112;35;3320;Juvenil
241115Mmun07;24.42497;-110.35408;Mobula munkiana;Hembra;San Gabriel;Arena;Fondo;2015;23-nov-15;10;66.8;45.7;77;;;;3460;97;25;2920;Juvenil
Sin código-viva-liberada;24.38657;-110.33317;Mobula munkiana;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;70.5;;;;;;;;Juvenil
Sin código-muerto;24.38657;-110.33317;Mobula munkiana;Macho;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;72;;;;;;;;Juvenil
Sin código-viva-liberada;24.38657;-110.33317;Mobula munkiana;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;76.1;;;;;;;;Juvenil
Sin código-muerto;24.38657;-110.33317;Mobula munkiana;Macho;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;78;;;;;;;;Juvenil
Sin código-viva-liberada;24.38657;-110.33317;Mobula munkiana;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;78;;;;;;;;Juvenil
Sin código-muerto;24.38657;-110.33317;Mobula munkiana;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;63;;;;;;;;Juvenil
Sin código-viva-liberada;24.38657;-110.33317;Mobula munkiana;Macho;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;72.4;;;;;;;;Juvenil
Sin código-muerto;24.38657;-110.33317;Mobula munkiana;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;72.6;;;;;;;;Juvenil
Sin código-viva-liberada;24.38657;-110.33317;Mobula munkiana;Indeterminado;Los Lopones;Arena;Fondo;2015;24-nov-15;34;;;68.5;;;;;;;;Juvenil
251115Dlon01;24.39056;-110.33266;Dasyatis longa;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;18;147.4;63.7;75.6;;;;11800;367;118;10800;Juvenil
251115Ddip01;24.38657;-110.33317;Dasyatis dipterura;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;82.8;42.5;46.5;;;;3930;238;35;3360;Juvenil
251115Ddip02;24.39056;-110.33266;Dasyatis dipterura;Macho;Los Lopones;Arena;Fondo;2015;24-nov-15;18;99;53.7;57.6;14.8;CA;Si;8600;848;99;6970;Adulto
251115Dlon02;24.39056;-110.33266;Dasyatis longa;Macho;Los Lopones;Arena;Fondo;2015;24-nov-15;18;103.4;43.4;50.7;3.2;NC;No;3480;176;40;3050;Juvenil
251115Nent01;24.39056;-110.33266;Narcine entemedor;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;18;72.4;34.8;34.6;;;;3810;93;133;3250;Preñada
251115Nent02;24.38657;-110.33317;Narcine entemedor;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;66.6;30.3;31.2;;;;2270;60;50;1930;Adulto
251115Nent03;24.38657;-110.33317;Narcine entemedor;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;69.5;32.8;32.7;;;;3400;110;181;2830;Adulto
251115Nent04;24.38657;-110.33317;Narcine entemedor;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;71.9;34.6;36.1;;;;3660;94;161;3080;Adulto
251115Nent05;24.38657;-110.33317;Narcine entemedor;Hembra;Los Lopones;Arena;Fondo;2015;24-nov-15;34;73;31;34.5;;;;4400;125;196;3250;Adulto
Sin código-muerto;24.5046;-110.30888;Mobula munkiana;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;;;72.5;;;;;;;;Juvenil
Sin código-muerto;24.5046;-110.30888;Mobula munkiana;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;;;70.2;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;70.5;;;;;;;;Juvenil
Sin código-muerto;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;70.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;72.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;66.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;71;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;67.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;68.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;68.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;72;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;66;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;72;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;71;;;;;;;;Juvenil
Sin código-viva-liberada;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;;72;;;;;;;;Juvenil
261115Ddip01;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;106.4;57.4;51;;;;6040;434;60;5300;Juvenil
261115Ddip02;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;119;68.4;72;;;;18550;1350;294;16100;Adulto
261115Rste01;24.49116;-110.30289;Rhinoptera stendachneri;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;75.2;42.2;71.5;8.6;NC;No;4600;255;53;4100;Juvenil
261115Rste02;24.49116;-110.30289;Rhinoptera stendachneri;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;72.5;40.3;68.7;7.4;PC;No;4150;176;50;3700;Juvenil
261115Ddip03;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;93;45;49.5;;;;5250;312;37;4640;Juvenil
261115Ddip04;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;98.6;48.5;50.6;;;;5790;361;57;5140;Juvenil
261115Ddip05;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;81.3;40.2;45.3;;;;;212;32;3420;Juvenil
261115Ddip06;24.5046;-110.30888;Dasyatis dipterura;Macho;El Pailebote;Arena;Fondo;2015;25-nov-15;40;70.5;36;40.6;4.4;NC;No;2570;177;31;2310;Juvenil
261115Ddip07;24.5046;-110.30888;Dasyatis dipterura;Macho;El Pailebote;Arena;Fondo;2015;25-nov-15;40;99.2;44;49.2;13.1;CA;si;5380;364;52;4800;Adulto
261115Ddip08;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;94;47.8;53.3;;;;5950;391;62;5310;Juvenil
261115Ddip09;24.5046;-110.30888;Dasyatis dipterura;Macho;El Pailebote;Arena;Fondo;2015;25-nov-15;40;90;45.2;49.8;14;PC;No;5580;404;74;4840;Juvenil
261115Ddip10;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;76.5;37.5;41;;;;3020;150;24;2560;Juvenil
261115Ddip11;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;96;52.8;56.8;;;;8250;501;57;7300;Juvenil
261115Ddip12;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;100;52.5;56.4;;;;8460;541;61;7160;Juvenil
261115Ddip13;24.5046;-110.30888;Dasyatis dipterura;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;99.6;48.2;52.5;;;;6200;343;45;5550;Juvenil
261115Mmun01;24.5046;-110.30888;Mobula munkiana;Hembra;El Pailebote;Arena;Fondo;2015;25-nov-15;40;;42.7;71.1;;;;2420;60;;2150;Juvenil
261115Ddip14;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;94.6;48.1;54.3;;;;6840;422;66;5950;Juvenil
261115Ddip15;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;120;62.5;66;;;;15020;1202;175;12900;Juvenil
261115Ddip16;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;82.5;46.1;49.4;;;;5320;268;44;4790;Juvenil
261115Ddip17;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;77.3;43.2;47.3;;;;4350;198;19;3980;Juvenil
261115Ddip18;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;98;53.2;57.1;;;;8540;496;58;7680;Juvenil
261115Ddip19;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;83.5;45.2;49.6;;;;5540;263;58;4870;Juvenil
261115Ddip20;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;80;38;43;;;;3130;155;20;2900;Juvenil
261115Ddip21;24.49116;-110.30289;Dasyatis dipterura;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;81;43;47.3;6.6;PC;No;4470;266;33;3840;Juvenil
261115Ddip22;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;99.7;48.5;54;;;;6710;359;50;6070;Juvenil
261115Ddip23;24.49116;-110.30289;Dasyatis dipterura;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;85;43;48;;;;4450;263;30;3950;Juvenil
261115Mmun02;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;56.3;43.5;69.4;;;;3100;98;47;2650;Juvenil
261115Zexa01;24.49116;-110.30289;Zapteryx exasperata;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;80;30;35.8;;;;1810;38;35;1520;Adulto
261115Mmun03;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;45;69.5;4;NC;No;3500;113;;3090;Juvenil
261115Mmun04;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;66;42.8;68.5;4.3;NC;No;2990;85;;2770;Juvenil
261115Mmun05;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;50.1;42.5;65.9;;;;3020;83;;2610;Juvenil
261115Mmun06;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;38;60;;;;2480;89;;2250;Juvenil
261115Mmun07;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;52.5;41.1;67;;;;;;;;Juvenil
261115Mmun08;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;;44;68.8;3.1;NC;No;3440;125;;3460;Juvenil
261115Mmun09;24.49116;-110.30289;Mobula munkiana;Macho;La Salinita;Arena;Fondo;2015;25-nov-15;32;80.2;48.3;75;5.5;NC;No;4270;125;47;3950;Juvenil
261115Mmun10;24.49116;-110.30289;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2015;25-nov-15;32;;44;69.6;;;;3590;138;49;3080;Juvenil
081215Ddip;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;;45.5;;;;;;;;Juvenil
081215Ddip;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;;66;;;;;;;;Adulto
081215Ddip;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;;55;;;;;;;;Juvenil
081215Ddip;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;;59.8;;;;;;;;Adulto
081215Ddip;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;;58.3;;;;;;;;Adulto
081215Ddip;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;;66;;;;;;;;Adulto
081215Ddip01;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 2;Arena;Fondo;2015;7-dic-15;18;86.5;43.5;46.5;12.2;PC;Si;4700;256;59;4180;Adulto
081215Ddip02;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 2;Arena;Fondo;2015;7-dic-15;18;76.1;37.6;41.6;6.2;Nc;No;2920;145;34;2610;Juvenil
081215Ddip03;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 2;Arena;Fondo;2015;7-dic-15;18;88.4;42.5;48;12;PC;Si;4770;366;59;4360;Adulto
081215Ddip04;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;86;45.1;47.9;;;;5100;300;47;4430;Juvenil
081215Ddip05;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;91.5;47.2;51.5;;;;6330;447;54;5770;Juvenil
081215Ddip06;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;91.5;49.8;54.4;;;;7710;466;83;6500;Juvenil
081215Ddip07;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;79.5;35.2;39.2;;;;2330;124;20;2090;Juvenil
081215Ddip08;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;63;35.8;40;;;;2520;114;23;2200;Juvenil
081215Ddip09;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;;40;44;;;;3600;166;32;3250;Juvenil
081215Dlon01;24.42553;-110.30622;Dasyatis longa;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;110.4;44.7;55.1;;;;4450;190;;4050;Juvenil
081215Ddip10;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;81.5;39;43.2;;;;3380;227;26;2970;Juvenil
081215Ddip11;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 2;Arena;Fondo;2015;7-dic-15;18;72.9;38.3;41;7.1;PC;No;3020;175;42;2670;Juvenil
081215Ddip12;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;76.5;35;39;;;;2470;153;25;2190;Juvenil
081215Ddip13;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;106.3;52.1;55;;;;8460;622;76;7190;Adulto
081215Ddip14;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;56.8;28.7;31.1;;;;1330;;;;Juvenil
081215Dlon02;24.42553;-110.30622;Dasyatis longa;Hembra;La Barra 2;Arena;Fondo;2015;7-dic-15;18;61.5;27.3;30.3;;;;1070;;;;No definido
081215Uhall01;24.42553;-110.30622;Urobatis halleri;Macho;La Barra 2;Arena;Fondo;2015;7-dic-15;18;45.5;25.8;25.5;6.2;CA;si;980;64;51;;Adulto
081215Ddip15;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;76.9;34.4;37.6;4;NC;No;2080;120;28;1820;Juvenil
081215Ddip16;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;99.8;53;56.8;;;;8180;403;88;7740;Juvenil
081215Ddip17;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;87.5;44;47.8;13.4;CA;si;4600;343;80;4050;Adulto
081215Ddip18;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;45;51;;;;5360;282;40;4620;Juvenil
081215Ddip19;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;72.2;36;40.1;;;;2680;162;31;2370;Juvenil
081215Ddip20;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;93.2;45;49;;;;5150;293;44;4630;Juvenil
081215Ddip21;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;81;41.6;45.9;;;;4250;235;42;3760;Juvenil
081215Ddip22;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;71.2;37.1;41.5;;;;2910;146;26;2550;Juvenil
081215Ddip23;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;68.8;33.2;37.5;4.4;NC;No;2140;142;22;1800;Juvenil
081215Ddip24;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;82.8;42;45.5;;;;4330;243;41;3900;Juvenil
081215Ddip25;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;;32.5;35.5;5;NC;No;1920;99;20;1720;Juvenil
081215Ddip26;24.42553;-110.30622;Dasyatis dipterura;Hembra;La Barra 1;Arena;Fondo;2015;7-dic-15;18;100;48.5;53.2;;;;6600;371;59;6180;Juvenil
081215Ddip27;24.42553;-110.30622;Dasyatis dipterura;Macho;La Barra 1;Arena;Fondo;2015;7-dic-15;18;80.6;40;44.2;11.1;CA;si;3710;243;58;3240;Adulto
